숙박시설명,시설명(영문),주소,주소(영문),숙박위치(동서방향),숙박위치(남북방향),숙박업소 홈페이지 주소,숙박업소 근처 시티투어 버스 유무,숙박업소 등급,숙박업소 건물 수,숙박업소 객실 수,숙박업소 스탠딩 수,숙박업소 좌석 수,숙박업소 대표메뉴,숙박업소 특징,숙박업소 연중무휴 여부,숙박업소 오픈 시간,숙박업소 종료 시간,성수기시작일,성수기종료일,숙박시설의 휴무 이유,조식 유무,쿠폰 유무,쿠폰 할인율,쿠폰 시작 날짜,쿠폰 마감 날짜,쿠폰 참고사항,주민 사용가능한 쿠폰 유무,주차장 유무,주차장 요금 유무,주차장 세부사항,주차 자동차 합계,주차 버스 합계,숙박 주변 주차장 정보,장애인 시설 유무,산책 유무,신용카드 유무,팁 유무,핸드폰 충전 유무,짐 보관 이유,아동 보육 유무,반려동물 보호 유무,외국인 가이드 유무,근처 관광 정보,근처 쇼핑 정보,근처 외식 정보,근처 숙박 정보,근처 교통 정보
에덴펜션,,전라남도 여수시 돌산읍 봉수길 92-22,"92-22, Bongsu-gil Dolsan-eup, Yeosu-si, Jeollanam-do",378404.2072,228317.5139,www.e-eden.co.kr,n,1,0,3,0,0,,,n,14:00,12:00,07월 10일,08월 20일,,y,n,,,,,,y,n,,0,0,,,n,y,y,y,n,n,y,n,y,y,y,y,n
종점모텔횟집,Jongjeom Motel Pension & Sashimi Restaurant,전라남도 여수시 돌산읍 향일암로 134,"134, Hyangiram-ro Dolsan-eup, Yeosu-si, Jeollanam-do",381821.1775,222310.9054,jongjeom.namdominbak.go.kr/,n,,0,20,0,0,,"여수,돌산,종점횟집모텔",n,15:00,12:00,07월 01일,08월 30일,,y,n,5%,2016-05-31,2017-05-31,"성수기 제외(7.25.∼8.15, 12.31.∼1.2.), 갓김치 현금 결재시 10% 할인",,y,n,,0,0,,,n,y,n,y,n,n,n,y,n,n,y,y,n
분재와 민박,,전라남도 여수시 돌산읍 율림리,,,,bunjae.namdominbak.go.kr/,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,n
돌비민박,,전라남도여수시 돌산읍 금성리,,,,dolbi.namdominbak.go.kr/,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,n
임포민박,,전라남도 여수시 돌산읍 율림리,,,,impo.namdominbak.go.kr/,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,n
일출민박,,전라남도 여수시 돌산읍 향일암로 770,"770, Hyangiram-ro Dolsan-eup, Yeosu-si, Jeollanam-do",381022.6327,225648.4775, ,n,,0,7,0,0,,,n,13:00,11:00,07월 01일,08월 30일,,y,n,,,,,,y,n,,10,0,,,n,n,n,n,n,n,n,y,y,y,y,y,n
해왕 민박,,전라남도 여수시 돌산읍 대율1길 22-5,"22-5, Daeyul 1-gil Dolsan-eup, Yeosu-si, Jeollanam-do",380594.4686,223245.1843,haewang.namdominbak.go.kr/,n,,0,8,0,0,,,n,15:00,11:00,06월 01일,08월 01일,,y,n,,,,,,n,n,,0,0,,,n,n,n,y,n,n,n,n,y,y,y,y,n
해변별장,,전라남도 여수시 돌산읍 평사리,,,,,n,,0,5,0,0,,,n,,,06월 01일,08월 01일,,n,n,,,,,,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,n
은아산장,,전라남도 여수시 돌산읍 죽포리,,,,,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,n
은경민박,,전라남도 여수시 돌산읍 향일암로 804-6,"804-6, Hyangiram-ro Dolsan-eup, Yeosu-si, Jeollanam-do",381172.6248,225893.0789,,n,,1,6,0,0,,"여수,죽포리,은경민박",n,14:00,12:00,,,,n,n,,,,,,y,n,,0,0,,,n,y,y,y,n,n,n,n,n,y,y,y,n
뽕나무민박,,전라남도 여수시 돌산읍 죽포리,,,,,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,n
백포민박,,전라남도 여수시 돌산읍 율림리,,,,,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,n
지나네 민박,,전라남도 여수시 돌산읍 율림리,,,,,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,n
여산민박,,전라남도 여수시 돌산읍 율림리,,,,yeosan.namdominbak.go.kr/,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,n
다도해민박,,전라남도 여수시 돌산읍 율림리,,,,,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,n
일오삼민박,,전라남도 여수시 돌산읍 군내리,,,,ilosam.namdominbak.go.kr/,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,n
동서가든 민박,,전라남도 여수시 돌산읍 평사리,,,,,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,n
초원 민박,,전라남도 여수시 돌산읍 율림리,,,,,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,n
수목민박,,전라남도 여수시 돌산읍 율림리,,,,,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,n
솔밭민박,,전라남도 여수시 돌산읍 죽포리,,,,,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,n
중앙민박,,전라남도 여수시 돌산읍 율림리,,,,,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,n
프라하모텔,Prada Motel,전라남도 여수시 시청서1길 56,"56, Sicheongseo 1-gil, Yeosu-si, Jeollanam-do",369050.0043,239896.4006,,n,,1,31,0,0,,"여수,학동,프라다모텔",n,12:00,14:00,07월 01일,08월 31일,,n,n,,,,,y,y,n,,10,2,,,n,y,n,y,n,n,y,y,n,n,n,n,n
캐슬모텔,Castel Motel,전라남도 여수시 봉산남8길 7-20,"7-20, Bongsannam 8-gil, Yeosu-si, Jeollanam-do",374841.909,237164.404,,n,,1,31,0,0,,"여수,캐슬,모텔",n,12:00,12:00,07월 01일,08월 30일,,n,n,,,,,,y,n,,30,0,,,n,y,y,y,n,n,n,n,n,n,n,n,n
트윈스모텔,,전라남도 여수시 둔덕3길 12,"12, Dundeok 3-gil, Yeosu-si, Jeollanam-do",372897.7619,241126.6542,,n,,0,40,0,0,,"트윈스파크,모텔,장애인 편의 시설 ",n,12:00,12:00,07월 01일,08월 30일,,n,n,,,,,,y,n,,0,0,,,n,y,y,y,n,n,n,y,y,y,y,y,n
카라모텔,Kara Motel,전라남도 여수시 무선6길 42-4,"42-4, Museon 6-gil, Yeosu-si, Jeollanam-do",368226.3787,242009.072,,n,,1,32,0,0,,"여수,선원동,카라모텔",n,12:00,12:00,07월 01일,08월 30일,,n,n,5%,2016-05-31,2017-05-31,,,y,n,,20,0,,,n,y,y,y,n,n,n,n,n,y,y,y,n
貧晁,Sharp Motel,전라남도 여수시 시청동2길 22-1,"22-1, Sicheongdong 2-gil, Yeosu-si, Jeollanam-do",369420.4967,240137.5027,,n,,1,36,0,0,,"여수,학동,貧晁,모텔",n,12:00,12:00,07월 01일,08월 30일,,n,n,,,,,,y,n,,10,0,,,n,y,y,y,n,n,n,n,n,n,n,n,n
벤츠모텔,,전라남도 여수시 둔덕3길 6-1,"6-1, Dundeok 3-gil, Yeosu-si, Jeollanam-do",372880.7593,241054.047,,n,,0,32,0,0,,"벤츠,모텔,장애인 편의 시설",n,12:00,12:00,04월 20일,08월 30일,,n,n,,,,,,y,n,,0,0,,,n,y,y,y,n,n,y,n,y,y,y,y,n
식스모텔,,전라남도 여수시 성산3길 21-3,"21-3, Seongsan 3-gil, Yeosu-si, Jeollanam-do",368091.6798,242115.7751,,n,,0,38,0,0,,"모텔식스,모텔",n,12:00,12:00,07월 01일,08월 31일,,n,n,,,,,,y,n,,0,0,,,n,y,y,y,n,n,n,n,y,y,y,y,n
베니스모텔,Venice Motel,전라남도 여수시 봉산남6길 17-7,"17-7, Bongsannam 6-gil, Yeosu-si, Jeollanam-do",375024.2049,237317.1071,,n,,1,35,0,0,,"베니스,모텔",n,,,07월 01일,08월 30일,,n,n,,,,,,y,n,,0,0,,,n,y,n,y,n,n,n,n,n,n,n,n,n
로부파크모텔,,전라남도 여수시 둔덕2길 6-6,"6-6, Dundeok 2-gil, Yeosu-si, Jeollanam-do",373011.5584,241032.2524,,n,,0,34,0,0,,로부모텔,n,12:00,12:00,07월 01일,08월 30일,,n,n,,,,,,y,n,,0,0,,,n,y,y,y,n,n,n,n,y,y,y,y,n
골든파크 모텔,Golden Park Motel  ,전라남도 여수시 오동도로 75,"75, Odongdo-ro, Yeosu-si, Jeollanam-do",,,www.gphotel.co.kr,n,,0,74,0,0,,조식,n,14:00,11:00,,,,y,n,,,,,,y,n,,30,0,,,n,y,y,y,n,n,n,y,n,y,n,n,n
벨라지오관광호텔,Bellagio Hotel,전라남도 여수시 시청서6길 13,"13, Sicheongseo 6-gil, Yeosu-si, Jeollanam-do",,,www.blghotel.com,n,,1,41,0,0,,"관광호텔, 숙박, 벨라지오관광호텔",n,15:00,11:00,06월 01일,08월 01일,,n,n,,,,,,y,n,,25,0,,,n,y,y,y,n,n,n,y,n,n,n,n,n
그랜드모텔,,전라남도 여수시 거북선공원2길 19,"19, Geobukseongongwon 2-gil, Yeosu-si, Jeollanam-do",369576.3928,240363.8095,http://grandmotel.modoo.at/,n,,0,40,0,0,,,n,16:00,12:00,08월 01일,08월 30일,,n,n,,,,,,y,n,,18,0,,,n,y,y,y,n,n,n,y,n,y,n,y,y
K3모텔,New World Motel,전라남도 여수시 시청동3길 30-5,"30-5, Sicheongdong 3-gil, Yeosu-si, Jeollanam-do",,,,n,,1,38,0,0,,"여수,학동,k3모텔",n,0:00,23:59,04월 20일,10월 20일,,n,n,,,,,,y,n,,11,0,,,n,y,y,y,n,n,n,y,y,y,y,y,n
여수 궁 모텔,,전라남도 여수시 돌산읍 강남로 52,"52, Gangnam-ro Dolsan-eup, Yeosu-si, Jeollanam-do",377420.5059,235811.7485,www.yeosugoong.com/,n,,0,32,0,0,,,n,20:00,12:00,07월 01일,08월 30일,,n,n,,,,,,y,n,,0,0,,,n,y,y,y,n,n,n,n,n,n,y,n,n
드림모텔,,전라남도 여수시 둔덕3길 14,"14, Dundeok 3-gil, Yeosu-si, Jeollanam-do",372913.5568,241140.6509,,n,,0,40,0,0,,,n,13:00,12:00,07월 01일,08월 30일,,n,n,,,,,,y,n,,0,0,,,n,y,y,y,n,n,n,n,y,y,y,y,n
로또모텔,,전라남도 여수시 여문1로 39-14,"39-14, Yeomun 1-ro, Yeosu-si, Jeollanam-do",373050.6876,239322.3621,,n,,0,42,0,0,,,n,13:00,12:00,07월 01일,08월 30일,,n,n,,,,,,y,n,,0,0,,,n,y,n,y,n,n,n,y,n,n,n,n,n
마이하우스모텔,,전라남도 여수시 여문1로 43-21,"43-21, Yeomun 1-ro, Yeosu-si, Jeollanam-do",373082.5882,239338.8632,,n,,1,40,0,0,,"여서동, 마이하우스모텔, 숙박, 도심",n,12:00,12:00,07월 15일,08월 15일,,n,n,15%,2016-05-31,2017-05-31,,,y,n,,16,2,,,n,y,y,y,n,n,y,n,y,y,y,y,n
리모텔,Lee Motel,전라남도 여수시 여문1로 43-13,"43-13, Yeomun 1-ro, Yeosu-si, Jeollanam-do",373121.4874,239362.9646,,n,,1,40,0,0,,"여수,여서동,리모텔",n,12:00,12:00,07월 01일,08월 30일,,n,n,,,,,,y,n,,11,0,,,n,y,y,y,n,n,n,n,n,n,n,n,n
샹보르관광호텔,,전라남도 여수시 공화남2길 20,"20, Gonghwanam 2-gil, Yeosu-si, Jeollanam-do",,,www.ystourist.co.kr,n,,0,35,0,0,,"관광호텔, 숙박, 샹보르관광호텔",n,15:00,11:00,07월 15일,08월 15일,,n,n,,,,,,y,n,,30,0,,,n,y,y,y,n,n,n,y,n,n,y,n,n
삼정모텔,,전라남도 여수시 흥국로 32-8,"32-8, Heungguk-ro, Yeosu-si, Jeollanam-do",369627.5908,240509.4099,www.yeosumotel.kr,n,,0,39,0,0,,,n,14:00,12:00,04월 01일,10월 31일,,n,n,10%,2016-05-31,2017-05-31,,,y,n,,0,0,,,n,y,y,y,n,n,n,n,n,n,n,n,n
쌍둥이네흙집,,전라남도 여수시 돌산읍 돌산로 1622-24,"1622-24, Dolsan-ro Dolsan-eup, Yeosu-si, Jeollanam-do",376673.7513,226272.3012,www.6449797.com,n,,11,10,0,0,,"여수,돌산읍 금봉리,쌍둥이네 흙집",n,14:00,11:00,07월 20일,08월 15일,,n,n,,,,,,y,n,,20,0,,,n,n,y,y,n,n,n,y,n,n,n,n,n
썬타운펜션,,전라남도 여수시 망양로 42-1,"42-1, Mangyang-ro, Yeosu-si, Jeollanam-do",377302.1474,240254.1189,www.ssuntown.com/,n,,0,5,0,0,,,n,14:00,11:00,07월 01일,08월 31일,,n,n,5%,2017-06-01,2018-05-31,"주말, 공휴일 및 성수기 제외",,y,n,,0,0,,,n,y,y,y,n,n,y,n,y,y,y,y,n
여수 썬하우스 호텔,Sunhouse Motel,전라남도 여수시 시청서1길 60,"60, Sicheongseo 1-gil, Yeosu-si, Jeollanam-do",369055.9024,239869.9024,www.sunhousemotel.net,n,,0,42,0,0,,"여수,선소,썬하우스모텔",n,13:00,12:00,07월 15일,08월 25일,,y,n,,,,,,y,n,,20,0,,,n,y,n,y,n,n,n,y,n,n,n,y,n
언덕에바람펜션,,전라남도 여수시 돌산읍 돌산로 717,"717, Dolsan-ro Dolsan-eup, Yeosu-si, Jeollanam-do",377761.4061,221905.1532,www.hilll.net/,n,,2,2,0,0,,,n,14:00,12:00,07월 20일,08월 20일,,n,n,,,,,,y,n,,20,1,,,n,y,y,y,n,n,n,y,n,y,n,n,n
씨죤펜션,,전라남도 여수시 소호12길 43-40,"43-40, Soho 12-gil, Yeosu-si, Jeollanam-do",367299.6544,237226.9939,www.seazone.kr,n,,1,10,0,0,,"여수펜션,씨죤펜션,디오션리조트,여수소호동,소호동,디오션근처",n,14:00,11:00,07월 15일,08월 20일,,y,n,5%,2016-05-31,2017-05-31,,,y,n,,20,10,,,n,y,y,y,n,n,n,n,n,n,n,n,n
엘리자베스모텔,,전라남도 여수시 여문문화2길 69,"69, Yeomunmunhwa 2-gil, Yeosu-si, Jeollanam-do",372776.9914,239238.9648,,n,,0,40,0,0,,,n,14:00,12:00,,,,n,n,,,,,,y,n,,0,0,,,n,y,y,y,n,n,n,n,y,y,y,y,n
엑스포펜션,,전라남도 여수시 만성리길 30,"30, Manseongni-gil, Yeosu-si, Jeollanam-do",376830.72,242126.4014,www.엑스포펜션.com,n,3,0,11,0,0,,,n,15:00,11:00,07월 01일,08월 31일,,n,n,,,,,,y,n,,0,0,,,n,y,y,y,n,n,n,y,n,n,n,n,n
오작교펜션,,전라남도 여수시 돌산읍 강남해안로 92,"92, Gangnamhaean-ro Dolsan-eup, Yeosu-si, Jeollanam-do",377007.9108,235522.3453, ,n,,0,4,0,0,,,n,14:00,12:00,07월 12일,08월 30일,,n,n,,,,,,y,n,,,,,,n,y,y,y,n,n,n,n,n,n,n,n,n
오페라모텔,Opera Motel,전라남도 여수시 돌산읍 강남1길 39-17,"39-17, Gangnam 1-gil Dolsan-eup, Yeosu-si, Jeollanam-do",377295.7091,235768.7505,www.motelopera.com,n,,0,35,0,0,,"여수,돌산청사,오페라모텔,장애인 편의 시설",n,14:00,12:00,07월 21일,08월 15일,,n,n,,,,,,y,n,,35,0,,,n,y,n,y,n,n,n,n,n,n,n,n,n
제우스 모텔,,전라남도 여수시 봉산남7길 13(봉산동),"13, Bongsannam 7-gil, Yeosu-si, Jeollanam-do",374923.8054,237187.6077,,n,,0,40,0,0,,,n,12:00,12:00,07월 01일,08월 30일,,n,n,10%,2016-05-31,2017-05-31,"주말, 공휴일(前) 및 성수기(하계) 제외	",,y,n,,0,0,,,n,y,y,y,n,n,n,n,y,y,y,y,n
비앤비치 관광호텔,B&Beach Tourist Hotel,전라남도 여수시 시청서6길 25,"25, Sicheongseo 6-gil, Yeosu-si, Jeollanam-do",,,www.bnbeach.com,n,,0,41,0,0,,"관광호텔, 숙박, 비앤비치 관광호텔",n,14:00,12:00,07월 01일,08월 15일,,y,n,,,,,,y,n,,20,0,,,n,y,y,y,n,n,n,y,n,n,n,n,n
프랑스 호텔 (일반호텔),France Motel,전라남도 여수시 시청서6길 23,"23, Sicheongseo 6-gil, Yeosu-si, Jeollanam-do",,,프랑스모텔.kr,n,,0,44,0,0,,"여수,학동,프랑스모텔",n,15:00,12:00,07월 01일,08월 30일,,y,n,10%,2016-05-31,2017-05-31,공휴일 및 성수기(7. 15.∼8. 16.) 제외,,y,n,,20,0,,,n,y,n,y,n,n,n,y,n,y,y,n,n
팔레스모텔,,전라남도 여수시 봉산남5길 8,"8, Bongsannam 5-gil, Yeosu-si, Jeollanam-do",374989.3975,237411.4005,,n,,0,43,0,0,,,n,12:00,12:00,07월 01일,08월 30일,,n,n,,,,,,y,n,,40,10,,,n,y,y,y,n,n,y,n,y,y,y,y,n
하얀풍차펜션,,전라남도 여수시 돌산읍 돌산로 649-12,"649-12, Dolsan-ro Dolsan-eup, Yeosu-si, Jeollanam-do",378186.3081,221679.9627,,n,,0,9,0,0,,,n,14:00,12:00,06월 01일,08월 01일,,n,n,,,,,,y,n,,,,,,n,y,y,y,n,n,n,n,y,y,y,y,n
해리펜션,,전라남도 여수시 돌산읍 계동로 390,"390, Gyedong-ro Dolsan-eup, Yeosu-si, Jeollanam-do",380355.3688,230244.4316,www.haery.co.kr/,n,,0,6,0,0,,,n,15:00,11:00,07월 20일,08월 20일,,n,n,10%,2017-06-01,2018-05-31,여름 성수기 제외,,y,n,,0,0,,,n,y,y,y,n,n,n,n,y,y,y,y,n
해질녘펜션,,전라남도 여수시 돌산읍 평사로 190,"190, Pyeongsa-ro Dolsan-eup, Yeosu-si, Jeollanam-do",374522.3476,227586.0647,www.kbs1.kr/h/haejilyeok,n,,0,4,0,0,,,n,,,07월 15일,08월 15일,,n,n,10%,2016-05-31,2017-05-31,10%,,y,n,,0,0,,,n,y,y,y,n,n,n,n,y,y,y,y,n
MK호텔,mk Motel,전라남도 여수시 시청서5길 16,"16, Sicheongseo 5-gil, Yeosu-si, Jeollanam-do",368923.7012,239888.1971,http://www.mkhotel.co.kr/stdzn/page.do?request=goMainPage&bizCode=P201602017,n,,1,38,0,0,,MK모텔,n,14:00,12:00,07월 01일,08월 30일,,n,n,10%,2017-06-01,2018-05-31,"공휴일, 토요일(주말), 성수기 제외 / 간단한 조식 무료제공",,y,n,,16,2,,,n,y,y,y,n,n,n,y,y,y,y,y,y
해질녘펜션,,전라남도 여수시 돌산읍 금봉리,,,,,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,n
동원바다펜션,,전라남도 여수시 돌산읍 율림리,,,,www.dwpension.co.kr,n,,0,100,0,0,,,n,13:00,12:00,06월 15일,09월 15일,,n,n,,,,,,y,n,,,,,,n,n,y,y,n,n,y,y,y,y,y,y,n
엘로우몽키펜션,,전라남도남 여수시 돌산읍 우두리,,,,www.6446662.com,n,,0,1,0,0,,,n,14:00,12:00,06월 01일,08월 01일,,n,n,,,,,,y,n,,,,,,n,y,y,y,n,n,n,n,y,y,y,y,n
들가펜션,,전라남도 여수시 돌산읍 봉수길 52-2,"52-2, Bongsu-gil Dolsan-eup, Yeosu-si, Jeollanam-do",,,www.들가.kr,n,,0,3,0,0,,,n,14:00,12:00,07월 10일,08월 27일,,y,n,,,,,,y,n,,,,,,n,y,y,y,n,n,n,y,y,y,y,y,n
하얀정원민박,,전라남도 여수시 돌산읍 계동로 397,"397, Gyedong-ro Dolsan-eup, Yeosu-si, Jeollanam-do",380244.6695,230252.3335,,n,,0,5,0,0,,,n,14:00,11:00,07월 20일,08월 15일,,n,n,5%,2017-06-01,2018-05-31,,,y,n,,0,0,,,n,n,y,y,n,n,n,n,y,y,y,y,n
가사리꽃님이네펜션,,전라남도 여수시 소라면 가사안길 27,"27, Gasaan-gil Sora-myeon, Yeosu-si, Jeollanam-do",363540.158,239026.2226,www.gasaripensioncafe.co.kr,n,,0,7,0,0,,"가사리펜션,가사리,꽃님이네펜션",n,15:00,11:00,07월 15일,08월 20일,,n,n,10%,2016-05-31,2017-05-31,,,y,n,15~20대 주차 가능,15,0,,,n,y,y,y,n,n,n,y,y,y,y,y,y
상록수민박,,전라남도 여수시 남면 우학리,,,,,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,n
 24게스트하우스 여수,,전라남도 여수시 공화남3길 19,"19, Gonghwanam 3-gil, Yeosu-si, Jeollanam-do",376836.8705,238837.7281,yeosu.24guesthouse.co.kr,n,,1,16,0,0,,"24게스트하우스 여수, 게스트하우스, 숙박, 여수엑스포",n,,,,,,n,n,5%,2016-05-31,2017-05-31,"공휴일 전날, 주말 및 성수기(하계) 제외, 전화 및 홈페이지 사전 예약시 사용가능",,n,n,,0,0,,,n,n,n,n,n,n,n,n,y,y,y,y,n
우경이네,,전라남도 여수시 돌산읍 금천2길 23,"23, Geumcheon 2-gil Dolsan-eup, Yeosu-si, Jeollanam-do",375441.6582,226655.9834,blog.naver.com/sook8524,n,,0,1,0,0,,"우경이네, 돌산, 민박, 방죽포, 무슬목, 향일암",n,13:00,11:00,07월 10일,08월 30일,,n,n,,,,,,y,n,,4,0,,,n,n,n,y,n,n,n,n,n,y,y,y,n
게스트하우스(여수 패밀리앤프렌즈),,전라남도 여수시 중앙로 48-2,"48-2, Jungang-ro, Yeosu-si, Jeollanam-do",,,cafe.naver.com/yeosufnf,n,,1,3,0,0,,"여수 패밀리앤프렌즈,여수 추천,여수 숙박,숙박,여수 게스트하우스,여수 잠잘곳,여수 민박",n,15:00,11:00,07월 15일,08월 31일,,n,n,5%,2016-05-31,2017-05-31,사전 예약자 적용,,n,y,,0,0,,,n,n,n,y,n,n,n,y,y,y,y,y,n
가을펜션,,전라남도 여수시 돌산읍 강남6길 7-17,"7-17, Gangnam 6-gil Dolsan-eup, Yeosu-si, Jeollanam-do",377080.8023,236198.7453,,n,,5,5,0,0,,"민박, 숙박업소, 여수숙박, 잠잘곳",n,14:00,11:00,07월 10일,08월 30일,,n,n,,,,,,y,n,,8,1,,,n,n,n,y,n,n,n,n,y,y,y,y,n
여수 천년한옥 민박,,전라남도 여수시 소라면 오룡길 43-28,"43-28, Oryong-gil Sora-myeon, Yeosu-si, Jeollanam-do",364043.2344,239889.6572,,n,,1,1,0,0,,"여수천년한옥,민박",n,14:00,11:00,06월 30일,08월 31일,,n,n,,,,,,y,n,,2,0,,,n,n,y,y,n,n,n,n,n,n,n,n,n
핀란드의 아침 리조트,,전라남도 여수시 돌산읍 무술목길 59,"59, Musulmok-gil Dolsan-eup, Yeosu-si, Jeollanam-do",379801.7775,232293.4388,http://핀란드의아침펜션.com,n,,14,0,0,0,,"리조트,펜션,일출명소,오션뷰,케이블카,오동도,돌산대교,엑스포장 부근",n,15:00,11:00,07월 22일,08월 27일,,n,n,,,,,,n,n,투숙객 무료,40,3,해양수산과학관,,n,y,y,y,n,n,n,n,y,y,y,y,y
